s/n,sample_index,sentence,pred_pair_index,pred_cause,pred_effect,pred_causality,pred_sententiality,best_gold_pair_index,gold_cause,gold_effect,gold_causality,gold_sententiality,exact_match,soft_token_overlap_match,soft_pair_score,pred_causality_norm,gold_causality_norm,pred_sententiality_norm,gold_sententiality_norm
25718,301,"This study demonstrates a causal relationship between IPV and adverse birth outcomes in SSA countries, indicating a need for programs and effective interventions to mitigate the impact of IPV during pregnancy to reduce related adverse pregnancy outcomes. Furthermore, we suggest further research that investigates the causal effect of IPV on adverse birth outcomes by incorporating additional proximal variables not observed in this study",0,IPV,adverse birth outcomes,Explicit,Intra,0,IPV,adverse birth outcomes in SSA countries,Explicit,Intra,0,1,0.8333333333333333,Explicit,Explicit,Intra,Intra
25718,301,"This study demonstrates a causal relationship between IPV and adverse birth outcomes in SSA countries, indicating a need for programs and effective interventions to mitigate the impact of IPV during pregnancy to reduce related adverse pregnancy outcomes. Furthermore, we suggest further research that investigates the causal effect of IPV on adverse birth outcomes by incorporating additional proximal variables not observed in this study",1,IPV,adverse pregnancy outcomes,Explicit,Intra,0,IPV,adverse birth outcomes in SSA countries,Explicit,Intra,0,1,0.7222222222222222,Explicit,Explicit,Intra,Intra
20171,303,"The inverse-variance weighted data revealed that genetically predicted UC significantly increased uACR levels, while genetically predicted CD significantly increased the risk of urolithiasis",0,genetically predicted UC,uACR levels increased,Implicit,Intra,0,genetically predicted UC,significantly increased uACR levels,Implicit,Intra,0,1,0.9285714285714286,Implicit,Implicit,Intra,Intra
20171,303,"The inverse-variance weighted data revealed that genetically predicted UC significantly increased uACR levels, while genetically predicted CD significantly increased the risk of urolithiasis",1,genetically predicted CD,risk of urolithiasis increased,Implicit,Intra,1,genetically predicted CD,significantly increased the risk of urolithiasis,Implicit,Intra,0,1,0.9,Implicit,Implicit,Intra,Intra
17856,304,"Our work suggests that the DMS plays a multifaceted role in reversal learning. Increasing DMS activity impairs multiple reversal learning processes dependent on the level of uncertainty, confirming its role in the maintenance and selection of incoming cortical inputs. Together, these outcomes suggest that elevated dopamine levels in the DMS could contribute to decision-making impairments in individuals with psychosis",0,Increasing DMS activity,impairs multiple reversal learning processes,Explicit,Intra,0,Increasing DMS activity,impairs multiple reversal learning processes dependent on the level of uncertainty,Implicit,Intra,0,1,0.8125,Explicit,Implicit,Intra,Intra
17856,304,"Our work suggests that the DMS plays a multifaceted role in reversal learning. Increasing DMS activity impairs multiple reversal learning processes dependent on the level of uncertainty, confirming its role in the maintenance and selection of incoming cortical inputs. Together, these outcomes suggest that elevated dopamine levels in the DMS could contribute to decision-making impairments in individuals with psychosis",1,elevated dopamine levels in the DMS,contribute to decision-making impairments,Explicit,Inter,1,elevated dopamine levels in the DMS,contribute to decision-making impairments in individuals with psychosis,Implicit,Intra,0,1,0.8333333333333333,Explicit,Implicit,Inter,Intra
17074,305,"Visceral adiposity seems to be a driver of elevated ovarian cancer risk, particularly of the endometrioid and clear cell ovarian cancer histotypes. General adiposity decreases the risk of breast cancer but increases the risk of endometrial and ovarian cancer",0,visceral adiposity,elevated ovarian cancer risk,Implicit,Intra,2,General adiposity,increases the risk of ovarian cancer,Implicit,Intra,0,1,0.55,Implicit,Implicit,Intra,Intra
17074,305,"Visceral adiposity seems to be a driver of elevated ovarian cancer risk, particularly of the endometrioid and clear cell ovarian cancer histotypes. General adiposity decreases the risk of breast cancer but increases the risk of endometrial and ovarian cancer",1,general adiposity,decreases the risk of breast cancer,Implicit,Intra,0,General adiposity,decreases the risk of breast cancer,Implicit,Intra,1,1,1.0,Implicit,Implicit,Intra,Intra
17074,305,"Visceral adiposity seems to be a driver of elevated ovarian cancer risk, particularly of the endometrioid and clear cell ovarian cancer histotypes. General adiposity decreases the risk of breast cancer but increases the risk of endometrial and ovarian cancer",2,general adiposity,increases the risk of endometrial and ovarian cancer,Implicit,Intra,1,General adiposity,increases the risk of endometrial cancer,Implicit,Intra,0,1,0.9285714285714286,Implicit,Implicit,Intra,Intra
26774,306,"This study uncovered the true causal relationship between trace elements and cardiovascular disease risk using genetic methods, and revealed the significant mediating role of specific plasma proteins and metabolites in this relationship",0,trace elements,cardiovascular disease risk,Explicit,Intra,0,trace elements,cardiovascular disease risk,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
26774,306,"This study uncovered the true causal relationship between trace elements and cardiovascular disease risk using genetic methods, and revealed the significant mediating role of specific plasma proteins and metabolites in this relationship",1,specific plasma proteins and metabolites,mediating role in the relationship between trace elements and cardiovascular disease risk,Implicit,Intra,0,trace elements,cardiovascular disease risk,Explicit,Intra,0,1,0.2,Implicit,Explicit,Intra,Intra
20041,307,"Aedes aegypti is the dominant vector of several arboviruses that threaten urban populations in tropical and subtropical countries. Because of the climate changes and the spread of the disease worldwide, the population at risk of acquiring the disease is increasing",0,climate changes,spread of the disease worldwide,Implicit,Intra,0,climate changes,risk of acquiring several arboviruses is increasing,Explicit,Intra,0,1,0.5833333333333334,Implicit,Explicit,Intra,Intra
20041,307,"Aedes aegypti is the dominant vector of several arboviruses that threaten urban populations in tropical and subtropical countries. Because of the climate changes and the spread of the disease worldwide, the population at risk of acquiring the disease is increasing",1,spread of the disease worldwide,population at risk of acquiring the disease is increasing,Implicit,Inter,0,climate changes,risk of acquiring several arboviruses is increasing,Explicit,Intra,0,1,0.31250000000000006,Implicit,Explicit,Inter,Intra
16540,308,"We provide causal genetic evidence for cardiovascular system-driven influences on habitual coffee intakes, suggesting that people tend to naturally regulate their coffee consumption based on blood pressure levels and heart rate. These findings suggest that observational studies of habitual coffee intakes are prone to influences by reverse causation, and caution is required when inferred health benefits result from comparisons with coffee abstainers or decaffeinated coffee drinkers",0,cardiovascular system-driven influences,habitual coffee intakes,Implicit,Intra,0,cardiovascular system driven influences,habitual coffect intakes,Explicit,Intra,0,1,0.6190476190476191,Implicit,Explicit,Intra,Intra
16540,308,"We provide causal genetic evidence for cardiovascular system-driven influences on habitual coffee intakes, suggesting that people tend to naturally regulate their coffee consumption based on blood pressure levels and heart rate. These findings suggest that observational studies of habitual coffee intakes are prone to influences by reverse causation, and caution is required when inferred health benefits result from comparisons with coffee abstainers or decaffeinated coffee drinkers",1,blood pressure levels,regulation of coffee consumption,Implicit,Inter,0,cardiovascular system driven influences,habitual coffect intakes,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
